SourceContentId,RecommendedContentId,Rank
-6661204361884000663,1772786465683785304,1
-6661204361884000663,6947862790919978120,2
-6661204361884000663,-4068545238978420047,3
-6661204361884000663,2262656830196923781,4
-6661204361884000663,-3058031327323357308,5
5714874452041944640,-7492067511846042603,1
5714874452041944640,-4084394822880420062,2
5714874452041944640,-8909927294729358771,3
5714874452041944640,-9153494109165200346,4
5714874452041944640,-8689798332822398451,5
286115624311598644,7203367456821804602,1
286115624311598644,7606744605433799135,2
286115624311598644,-8497895589300643949,3
286115624311598644,2633209697262372913,4
286115624311598644,4068119742428755460,5
2947843229055216994,-538948733779286129,1
2947843229055216994,-7082978776831463151,2
2947843229055216994,-8939172344092554931,3
2947843229055216994,-4844663695104994694,4
2947843229055216994,-1852324383183073754,5
-6752460077509522132,685073630661800600,1
-6752460077509522132,2708089973817733462,2
-6752460077509522132,-4770861947600256785,3
-6752460077509522132,-958925381525830552,4
-6752460077509522132,-4562218760600603086,5
-3920124114454832425,-6893108632164641498,1
-3920124114454832425,-5009578843275173733,2
-3920124114454832425,4533807694984784858,3
-3920124114454832425,9158289456544908688,4
-3920124114454832425,-5060993828460133882,5
2022869473280418522,-3102446808559723934,1
2022869473280418522,-6035458164887182128,2
2022869473280418522,-4110354420726924665,3
2022869473280418522,-3460883803089049921,4
2022869473280418522,-5649504870272917833,5
-3125361793069842594,5842191581670322333,1
-3125361793069842594,1173658987415870390,2
-3125361793069842594,-6697357763177451167,3
-3125361793069842594,2250978527027854837,4
-3125361793069842594,4647928672998188259,5
-4625438649010928449,-5625593730080264433,1
-4625438649010928449,-3027055440570405664,2
-4625438649010928449,-538948733779286129,3
-4625438649010928449,-9033346036688923648,4
-4625438649010928449,-5750828394349042089,5
719128783277038733,2296515698565489277,1
719128783277038733,2072448887839540892,2
719128783277038733,1021946628105173582,3
719128783277038733,-667193404227875686,4
719128783277038733,7555106864392724379,5
-973131232603202326,-3633300009206493694,1
-973131232603202326,1468327003955810686,2
-973131232603202326,8494390949377713372,3
-973131232603202326,4355464044208438135,4
-973131232603202326,7578709204835512162,5
-7002558676365724983,2727743992157210358,1
-7002558676365724983,7516228655554309785,2
-7002558676365724983,-634395794651424614,3
-7002558676365724983,4345055131254210605,4
-7002558676365724983,-8239286201029609369,5
7578709204835512162,-5025556998520984849,1
7578709204835512162,-6142462826726347616,2
7578709204835512162,1734266821019430183,3
7578709204835512162,8494390949377713372,4
7578709204835512162,-2148899391355011268,5
-5578229678262992168,385212706171385893,1
-5578229678262992168,4757923412035174662,2
-5578229678262992168,1797761064772338938,3
-5578229678262992168,3294074907209583622,4
-5578229678262992168,-1839591250599587429,5
7323176445666562417,589254894302309232,1
7323176445666562417,-2880002165720705376,2
7323176445666562417,-5623496706605874646,3
7323176445666562417,-8796191278504623694,4
7323176445666562417,-1625217607550912638,5
-1804728901674946596,5934557073194045393,1
-1804728901674946596,-634395794651424614,2
-1804728901674946596,6737022915341644067,3
-1804728901674946596,539980615899429566,4
-1804728901674946596,2250978527027854837,5
-5452374239565071760,1003778007373126185,1
-5452374239565071760,-6174871522512566947,2
-5452374239565071760,-1022885988494278200,3
-5452374239565071760,-2976309714446243509,4
-5452374239565071760,8089766674179723607,5
-8763351865833452031,1829180586132834070,1
-8763351865833452031,4273365516830385867,2
-8763351865833452031,-4201751526335049119,3
-8763351865833452031,-1024046541613287684,4
-8763351865833452031,7458850059926549081,5
4273365516830385867,8089766674179723607,1
4273365516830385867,1829180586132834070,2
4273365516830385867,-6999747484065183134,3
4273365516830385867,-4414039190127558142,4
4273365516830385867,-3295913657316686039,5
-634395794651424614,2727743992157210358,1
-634395794651424614,-6778286518036232293,2
-634395794651424614,-7002558676365724983,3
-634395794651424614,-7986975759046428357,4
-634395794651424614,3609315114795782005,5
-2250487690322202259,3548262914600772288,1
-2250487690322202259,-5702535287667979261,2
-2250487690322202259,-6157984812065160219,3
-2250487690322202259,-7550906488404754851,4
-2250487690322202259,-1463025432902754108,5
-4833307637594287163,2841545035570793472,1
-4833307637594287163,-7082978776831463151,2
-4833307637594287163,2323403245382926621,3
-4833307637594287163,2668385070649954934,4
-4833307637594287163,-1852324383183073754,5
-1257839697539084047,2727743992157210358,1
-1257839697539084047,-7002558676365724983,2
-1257839697539084047,8494390949377713372,3
-1257839697539084047,7516228655554309785,4
-1257839697539084047,-4552546534914807304,5
5530820581773167955,2719909253419802298,1
5530820581773167955,4781931173636001110,2
5530820581773167955,4918358495761748770,3
5530820581773167955,4313871021753084020,4
5530820581773167955,8856169137131817223,5
-4316394955033262743,-3581194288660477595,1
-4316394955033262743,8384349834972693428,2
-4316394955033262743,-377975173223377441,3
-4316394955033262743,3180608611815082945,4
-4316394955033262743,3075810310719170278,5
657779080033041603,-7895534832212398576,1
657779080033041603,-5750828394349042089,2
657779080033041603,4117174730087083056,3
657779080033041603,921770761777842242,4
657779080033041603,9151634133568930081,5
-8123434787655959885,-8068727428160395745,1
-8123434787655959885,1354035119798779232,2
-8123434787655959885,-9190737901804729417,3
-8123434787655959885,8384349834972693428,4
-8123434787655959885,-377975173223377441,5
-1470592927114056630,4296604388230897073,1
-1470592927114056630,8872925201254666834,2
-1470592927114056630,-3113913063173722290,3
-1470592927114056630,-2584174137395076448,4
-1470592927114056630,-7527881206365368,5
6206342468637502921,-9092333155845304874,1
6206342468637502921,6987372590141903729,2
6206342468637502921,3086800924266336392,3
6206342468637502921,7681335193431615119,4
6206342468637502921,-2405892683303291957,5
-9092333155845304874,6206342468637502921,1
-9092333155845304874,3460026829794173084,2
-9092333155845304874,3086800924266336392,3
-9092333155845304874,-2252459228396350242,4
-9092333155845304874,-8204817396973648779,5
-958925381525830552,-4239579488204604851,1
-958925381525830552,4404314996867098682,2
-958925381525830552,7926736692763443624,3
-958925381525830552,-115909536143817330,4
-958925381525830552,-587747935064273401,5
-2329480295839698254,-6566328419164841526,1
-2329480295839698254,-6765871608738223618,2
-2329480295839698254,-306538960798971040,3
-2329480295839698254,-5009578843275173733,4
-2329480295839698254,-7580433478964181862,5
-3620251618670158123,-4084394822880420062,1
-3620251618670158123,5714874452041944640,2
-3620251618670158123,-8689798332822398451,3
-3620251618670158123,-7492067511846042603,4
-3620251618670158123,8302949268716967655,5
6576356408780336784,-7986975759046428357,1
6576356408780336784,-5405021817466310759,2
6576356408780336784,-6778286518036232293,3
6576356408780336784,-5570795524983603787,4
6576356408780336784,2727743992157210358,5
4355464044208438135,-4336877432539963613,1
4355464044208438135,3075564241645350154,2
4355464044208438135,5163772683749067995,3
4355464044208438135,3328253785421705444,4
4355464044208438135,-5002383425685129595,5
-6840859460575237450,880612740433495828,1
-6840859460575237450,991271693336573226,2
-6840859460575237450,7400903238402587728,3
-6840859460575237450,4184543400419595673,4
-6840859460575237450,-2314360211211303885,5
3218993154926038233,5239464617027010625,1
3218993154926038233,6881796783400625893,2
3218993154926038233,5468598741732935699,3
3218993154926038233,4804093434821394840,4
3218993154926038233,-2479936301516183562,5
2546734694784514225,-7259527987837041658,1
2546734694784514225,-8464215556093549753,2
2546734694784514225,201515581783532281,3
2546734694784514225,809601605585939618,4
2546734694784514225,-5521549171704079872,5
2695065703077082407,491373795166252904,1
2695065703077082407,-7986975759046428357,2
2695065703077082407,8428597553954921991,3
2695065703077082407,-7162567255723313045,4
2695065703077082407,-659411840002799494,5
2296515698565489277,719128783277038733,1
2296515698565489277,4430356355587165611,2
2296515698565489277,5979676385148714519,3
2296515698565489277,2072448887839540892,4
2296515698565489277,-667193404227875686,5
-6625273991455881177,5206308811707978799,1
-6625273991455881177,-7986975759046428357,2
-6625273991455881177,2793899372921426050,3
-6625273991455881177,-1917202688559171732,4
-6625273991455881177,-3581194288660477595,5
7707640607626518697,5379671084978512851,1
7707640607626518697,7351002593233940239,2
7707640607626518697,1019706997674210703,3
7707640607626518697,2106559900295325351,4
7707640607626518697,-8773118241761372618,5
1099809408921653201,-5676280017759875198,1
1099809408921653201,-6312384811410586459,2
1099809408921653201,-3482581255202910790,3
1099809408921653201,-1033806831489252007,4
1099809408921653201,-7387185690512762935,5
-1418355038507506357,3578170066555585515,1
-1418355038507506357,-8120372343967636100,2
-1418355038507506357,2731915238980099593,3
-1418355038507506357,4119190424078847945,4
-1418355038507506357,2448026894306402386,5
-776023644693624658,3091351089612339864,1
-776023644693624658,-4485188959476061019,2
-776023644693624658,5728858831120768412,3
-776023644693624658,1525777409079968377,4
-776023644693624658,4306804750094230211,5
-4575943417765899041,-8762137947059829459,1
-4575943417765899041,-5625593730080264433,2
-4575943417765899041,4866620033136147586,3
-4575943417765899041,-3027055440570405664,4
-4575943417765899041,-9033346036688923648,5
-2649418407515952078,3205047378909988692,1
-2649418407515952078,-5573840044320724169,2
-2649418407515952078,379773866860040428,3
-2649418407515952078,8650916538290053756,4
-2649418407515952078,6241723672990266258,5
8963938873430212934,7375475877233036849,1
8963938873430212934,3496156626367166618,2
8963938873430212934,4804093434821394840,3
8963938873430212934,-7371144664961016145,4
8963938873430212934,4604014376318271136,5
1619468327065509360,-4110354420726924665,1
1619468327065509360,-5283009029345397378,2
1619468327065509360,-5850390492300666299,3
1619468327065509360,-7165716941095296287,4
1619468327065509360,-5649504870272917833,5
-9161596996229760398,310515487419366995,1
-9161596996229760398,5779887740609126631,2
-9161596996229760398,3770082505811422124,3
-9161596996229760398,-7195227263752331646,4
-9161596996229760398,-5386512752101672374,5
384967563509172020,-2429242279408079104,1
384967563509172020,-9190737901804729417,2
384967563509172020,-4531029390350541169,3
384967563509172020,4532698165746826599,4
384967563509172020,-2144625344076628986,5
3076823183761975019,-1687864471892802710,1
3076823183761975019,-823697973575832204,2
3076823183761975019,2879555397105020076,3
3076823183761975019,-4110354420726924665,4
3076823183761975019,-7165716941095296287,5
4328888515190573663,9054050762437897017,1
4328888515190573663,-4613284400780388067,2
4328888515190573663,-1038011342017850,3
4328888515190573663,-2639327025262198345,4
4328888515190573663,1999466695269209462,5
7845570490247450966,5163772683749067995,1
7845570490247450966,-8208801367848627943,2
7845570490247450966,7372398343609401828,3
7845570490247450966,230807360572081472,4
7845570490247450966,8084284001249507595,5
-6249065792190816357,5684817723169964056,1
-6249065792190816357,4463025528374352465,2
-6249065792190816357,7372398343609401828,3
-6249065792190816357,-1787737696395220629,4
-6249065792190816357,7540764978459875963,5
-2261845840076552387,8210960017870928723,1
-2261845840076552387,-3954182109690207118,2
-2261845840076552387,-8480712303720557641,3
-2261845840076552387,-3978716320611299242,4
-2261845840076552387,-9033211547111606164,5
6419848550542384295,-9152398073968262186,1
6419848550542384295,-1868297195590431285,2
6419848550542384295,2072448887839540892,3
6419848550542384295,4119190424078847945,4
6419848550542384295,3035329611795434601,5
-7681408188643141872,-1662763254714212341,1
-7681408188643141872,7429409096643373334,2
-7681408188643141872,-6598777110696521045,3
-7681408188643141872,6797033574746412211,4
-7681408188643141872,2998023988107018635,5
2927476152522512441,2645380860642118790,1
2927476152522512441,-4767439283620384185,2
2927476152522512441,-9056114023474725450,3
2927476152522512441,2250978527027854837,4
2927476152522512441,9191014301634017491,5
8160885002406274828,-3265730906936163775,1
8160885002406274828,-4248528062574538011,2
8160885002406274828,2824996248683640175,3
8160885002406274828,8461204368464164538,4
8160885002406274828,-1251258405608426882,5
-4248528062574538011,-3265730906936163775,1
-4248528062574538011,8160885002406274828,2
-4248528062574538011,2824996248683640175,3
-4248528062574538011,8461204368464164538,4
-4248528062574538011,-1251258405608426882,5
-3265730906936163775,-4248528062574538011,1
-3265730906936163775,8160885002406274828,2
-3265730906936163775,2824996248683640175,3
-3265730906936163775,8461204368464164538,4
-3265730906936163775,-1251258405608426882,5
-9007594455502730692,4668172927098913296,1
-9007594455502730692,-4130193294870737688,2
-9007594455502730692,-9041823059579281174,3
-9007594455502730692,5336562616168017846,4
-9007594455502730692,-8876785823151614444,5
6576868026875674101,-3974295763584921518,1
6576868026875674101,1469580151036142903,2
6576868026875674101,-2118981143119783447,3
6576868026875674101,7419040071212162906,4
6576868026875674101,1674373276159762025,5
3425144896890592760,-4110354420726924665,1
3425144896890592760,-5283009029345397378,2
3425144896890592760,-5850390492300666299,3
3425144896890592760,-7165716941095296287,4
3425144896890592760,-5649504870272917833,5
-7414654466964102039,5395784585257808296,1
-7414654466964102039,3761187656635209729,2
-7414654466964102039,6999813113145211708,3
-7414654466964102039,8640945691036622521,4
-7414654466964102039,621816023396605502,5
-2041630887686751489,-5602127731550819348,1
-2041630887686751489,-78066964941874046,2
-2041630887686751489,4904775878165401439,3
-2041630887686751489,2581138407738454418,4
-2041630887686751489,-4102297002729307038,5
2824996248683640175,-4248528062574538011,1
2824996248683640175,-3265730906936163775,2
2824996248683640175,8160885002406274828,3
2824996248683640175,8461204368464164538,4
2824996248683640175,-1251258405608426882,5
-4872447160271266802,4629488036162962359,1
-4872447160271266802,3579921471626387620,2
-4872447160271266802,-48842168049882829,3
-4872447160271266802,6285786669275987455,4
-4872447160271266802,-133139342397538859,5
6932547594283220441,34557439830244258,1
6932547594283220441,8295457724580096419,2
6932547594283220441,5302085907556673015,3
6932547594283220441,7828019124127586556,4
6932547594283220441,-4625438649010928449,5
1114791714656282929,-2099829359953227557,1
1114791714656282929,-8531951303518498324,2
1114791714656282929,-1383778823073811714,3
1114791714656282929,-6772940823843058601,4
1114791714656282929,4973921475467086339,5
-1691850508443380568,1920899299418335515,1
-1691850508443380568,-1917202688559171732,2
-1691850508443380568,-7051470020148066326,3
-1691850508443380568,4317140528951861957,4
-1691850508443380568,-229081393244987789,5
1317782055909095806,-6444494220871855741,1
1317782055909095806,3541770362851368020,2
1317782055909095806,8626761683919164251,3
1317782055909095806,-6697357763177451167,4
1317782055909095806,-4475938295812802739,5
-6362580505010802881,-7485130558326482162,1
-6362580505010802881,7828019124127586556,2
-6362580505010802881,-8900307211613973542,3
-6362580505010802881,-8762137947059829459,4
-6362580505010802881,-4550355627706401135,5
-584688562749460923,-5039153034159656707,1
-584688562749460923,3533132794957138580,2
-584688562749460923,-5799839529845993396,3
-584688562749460923,8163984238975480171,4
-584688562749460923,1688185960300227694,5
5688279681867464747,-4270702541777554377,1
5688279681867464747,-6397413461412629080,2
5688279681867464747,8076265166566225141,3
5688279681867464747,-6778286518036232293,4
5688279681867464747,5145921881592486583,5
-5557505576293652420,-2181071289972835602,1
-5557505576293652420,-3173020603774823976,2
-5557505576293652420,-5123671543726522991,3
-5557505576293652420,5211673327552264703,4
-5557505576293652420,-6566328419164841526,5
-1762456938647577126,1964631817676172382,1
-1762456938647577126,5962268176939710955,2
-1762456938647577126,-1173087925894083974,3
-1762456938647577126,-5002383425685129595,4
-1762456938647577126,6587635730509289343,5
8210960017870928723,-8480712303720557641,1
8210960017870928723,-2261845840076552387,2
8210960017870928723,-9033211547111606164,3
8210960017870928723,-5628343274127925011,4
8210960017870928723,7606744605433799135,5
-8512859527034085078,7454130161726657097,1
-8512859527034085078,5442191984600038712,2
-8512859527034085078,8461204368464164538,3
-8512859527034085078,6852597772196653540,4
-8512859527034085078,-8502883448980287228,5
-8258529658421542282,-998818216447049475,1
-8258529658421542282,-5836228373063558898,2
-8258529658421542282,4911701623098526999,3
-8258529658421542282,-7259527987837041658,4
-8258529658421542282,7609069906483592026,5
4999440443052714243,4151147085496712967,1
4999440443052714243,5965544132537436406,2
4999440443052714243,8963770574956550187,3
4999440443052714243,5317978293082383492,4
4999440443052714243,-4562218760600603086,5
-6968139157190736175,-5116903270312432935,1
-6968139157190736175,8801504303517439478,2
-6968139157190736175,-7484960773951920439,3
-6968139157190736175,-92787874211637246,4
-6968139157190736175,5779887740609126631,5
-8497895589300643949,7203367456821804602,1
-8497895589300643949,286115624311598644,2
-8497895589300643949,7606744605433799135,3
-8497895589300643949,3168079495368669052,4
-8497895589300643949,2633209697262372913,5
-7805090055463938263,-9172673334835262304,1
-7805090055463938263,-8254222281357012124,2
-7805090055463938263,1854874463930846880,3
-7805090055463938263,1632166079091127830,4
-7805090055463938263,6829640091575814990,5
8754824745136110042,-5778988730475305016,1
8754824745136110042,2271793263120018251,2
8754824745136110042,-7895534832212398576,3
8754824745136110042,-5750828394349042089,4
8754824745136110042,-5002383425685129595,5
-6121430502305136434,-2388274433047018803,1
-6121430502305136434,-1101832997669013246,2
-6121430502305136434,-4110354420726924665,3
-6121430502305136434,-5283009029345397378,4
-6121430502305136434,-7165716941095296287,5
-6347212504547574224,-8954346068661072425,1
-6347212504547574224,-7454907763335725103,2
-6347212504547574224,8233465999590288609,3
-6347212504547574224,-229081393244987789,4
-6347212504547574224,-7002558676365724983,5
-4469492210394109129,-4399400419562742528,1
-4469492210394109129,7065704533945771463,2
-4469492210394109129,5109221095427625188,3
-4469492210394109129,6769852549722242790,4
-4469492210394109129,1024145536490998555,5
5772565485432112058,739747367187387064,1
5772565485432112058,3473173479782472081,2
5772565485432112058,1981046186743381313,3
5772565485432112058,4109618890343020064,4
5772565485432112058,-6863138929434705713,5
5508043659570633487,4463025528374352465,1
5508043659570633487,7372398343609401828,2
5508043659570633487,8194079557551008273,3
5508043659570633487,-8368414190009234878,4
5508043659570633487,-5784228041033890044,5
3727587882617538492,1797761064772338938,1
3727587882617538492,4757923412035174662,2
3727587882617538492,7372398343609401828,3
3727587882617538492,8084284001249507595,4
3727587882617538492,-8340365043226490059,5
1431351528207086249,8651615486877503655,1
1431351528207086249,-8858741052589364245,2
1431351528207086249,8298709454703868984,3
1431351528207086249,489290927107045539,4
1431351528207086249,2006478190737700267,5
-692972306229904743,7372398343609401828,1
-692972306229904743,607684800821303652,2
-692972306229904743,2388097612905924826,3
-692972306229904743,-2148899391355011268,4
-692972306229904743,8631616594020837056,5
2871648046424590878,-7623502978685822577,1
2871648046424590878,-3920984929373505016,2
2871648046424590878,-2890958311805113955,3
2871648046424590878,-7862677531530632089,4
2871648046424590878,-8520302351158933500,5
-4615575698508618335,-2880002165720705376,1
-4615575698508618335,-5623496706605874646,2
-4615575698508618335,-8279505492976427918,3
-4615575698508618335,1449689399273695199,4
-4615575698508618335,-5867424949902842953,5
-271938775771328391,8477804012624580461,1
-271938775771328391,6817244649248188271,2
-271938775771328391,4313871021753084020,3
-271938775771328391,-788035419968530567,4
-271938775771328391,3032648342029994387,5
4761910285123871012,966067567430037498,1
4761910285123871012,-5997769775112032630,2
4761910285123871012,-4762897581600184489,3
4761910285123871012,5816734694927565572,4
4761910285123871012,-5283009029345397378,5
-8099709040471107382,-1861959619649725543,1
-8099709040471107382,-8531951303518498324,2
-8099709040471107382,-1021685224930603833,3
-8099709040471107382,-6126634320182965455,4
-8099709040471107382,-2447632164766022033,5
-1861959619649725543,-8099709040471107382,1
-1861959619649725543,-8531951303518498324,2
-1861959619649725543,-1021685224930603833,3
-1861959619649725543,-6126634320182965455,4
-1861959619649725543,-2447632164766022033,5
1507299850679912107,-3666646454167334466,1
1507299850679912107,-4562218760600603086,2
1507299850679912107,8416004328454490172,3
1507299850679912107,4307433444610636421,4
1507299850679912107,-5238066650780855302,5
5189433264884433830,-1525688508571111688,1
5189433264884433830,-8426084422061984285,2
5189433264884433830,6984066580750577207,3
5189433264884433830,1137471872769164371,4
5189433264884433830,-6792965795755857419,5
6984066580750577207,-8426084422061984285,1
6984066580750577207,5189433264884433830,2
6984066580750577207,-5500597021296520708,3
6984066580750577207,4746056663292225769,4
6984066580750577207,621816023396605502,5
-2181071289972835602,-5557505576293652420,1
-2181071289972835602,4430520614172753870,2
-2181071289972835602,5442191984600038712,3
-2181071289972835602,1485652648052127324,4
-2181071289972835602,-6829454835237183038,5
3436241621287351574,385212706171385893,1
3436241621287351574,3294074907209583622,2
3436241621287351574,9028580484484026894,3
3436241621287351574,2388097612905924826,4
3436241621287351574,-3883591366197282127,5
2760023027553835473,3473173479782472081,1
2760023027553835473,8605423472891112686,2
2760023027553835473,6244532954645766056,3
2760023027553835473,4463025528374352465,4
2760023027553835473,7372398343609401828,5
-2880002165720705376,-5623496706605874646,1
-2880002165720705376,-4615575698508618335,2
-2880002165720705376,-8279505492976427918,3
-2880002165720705376,7323176445666562417,4
-2880002165720705376,1449689399273695199,5
-5623496706605874646,-2880002165720705376,1
-5623496706605874646,-4615575698508618335,2
-5623496706605874646,-8279505492976427918,3
-5623496706605874646,7323176445666562417,4
-5623496706605874646,1449689399273695199,5
3564394485543941353,2388097612905924826,1
3564394485543941353,-6644942243927487010,2
3564394485543941353,2625883933130361261,3
3564394485543941353,-4110991218639855802,4
3564394485543941353,-1917202688559171732,5
-8971085667828564532,-3319960804317299025,1
-8971085667828564532,4780818054552370624,2
-8971085667828564532,5199666313044493096,3
-8971085667828564532,-998818216447049475,4
-8971085667828564532,2093656054622337275,5
-1926525896637230556,-3319960804317299025,1
-1926525896637230556,-3825317043780889928,2
-1926525896637230556,-7174595923544719736,3
-1926525896637230556,279771472506428952,4
-1926525896637230556,4761910285123871012,5
8870251820986769829,-6312384811410586459,1
8870251820986769829,-2069509552243850466,2
8870251820986769829,1099809408921653201,3
8870251820986769829,-1033806831489252007,4
8870251820986769829,3067875254349597654,5
-8909927294729358771,-9153494109165200346,1
-8909927294729358771,5714874452041944640,2
-8909927294729358771,8297658253225035519,3
-8909927294729358771,-7492067511846042603,4
-8909927294729358771,2495913984359439198,5
-1779870737568212247,4311772163179839306,1
-1779870737568212247,4184543400419595673,2
-1779870737568212247,8326017498198914888,3
-1779870737568212247,6090517797383271316,4
-1779870737568212247,-4110354420726924665,5
8637400873589298078,-7863574628164051955,1
8637400873589298078,1553114235264483780,2
8637400873589298078,8384349834972693428,3
8637400873589298078,-4612605965384710183,4
8637400873589298078,-377975173223377441,5
-7863574628164051955,8637400873589298078,1
-7863574628164051955,-2547386150711652030,2
-7863574628164051955,7270966256391553686,3
-7863574628164051955,-5253644367331262405,4
-7863574628164051955,-724699218170106849,5
-8426084422061984285,6984066580750577207,1
-8426084422061984285,5189433264884433830,2
-8426084422061984285,6852597772196653540,3
-8426084422061984285,1137471872769164371,4
-8426084422061984285,9079880752026843473,5
-9153494109165200346,-8909927294729358771,1
-9153494109165200346,5714874452041944640,2
-9153494109165200346,8297658253225035519,3
-9153494109165200346,-7492067511846042603,4
-9153494109165200346,2495913984359439198,5
-7900768082301348135,-993224631915984347,1
-7900768082301348135,-1870456025059842373,2
-7900768082301348135,-3169423801125605259,3
-7900768082301348135,-1625217607550912638,4
-7900768082301348135,-6119620726358216329,5
865977730460714234,3687286164936910007,1
865977730460714234,-8935051432668167578,2
865977730460714234,-7484960773951920439,3
865977730460714234,-5649504870272917833,4
865977730460714234,-9071883412530082330,5
2335028422423709400,2543311963908571128,1
2335028422423709400,-5283009029345397378,2
2335028422423709400,4118743389464105405,3
2335028422423709400,4761910285123871012,4
2335028422423709400,-2976850014387537414,5
7071371416976898441,4991224059205503283,1
7071371416976898441,-2178100133349972724,2
7071371416976898441,6384824828701919724,3
7071371416976898441,3575694866055127253,4
7071371416976898441,2171312647242674161,5
-7554863616241981368,-8248141950199177506,1
-7554863616241981368,-2178100133349972724,2
-7554863616241981368,-4640750981890093183,3
-7554863616241981368,-9083294960368598209,4
-7554863616241981368,-4102297002729307038,5
4555339116751579515,-2178100133349972724,1
4555339116751579515,-5198756378866433953,2
4555339116751579515,-6999287066519531005,3
4555339116751579515,8905656922810620012,4
4555339116751579515,-8773118241761372618,5
3262563792577344354,-6999287066519531005,1
3262563792577344354,-2178100133349972724,2
3262563792577344354,-5179565226573622983,3
3262563792577344354,3575694866055127253,4
3262563792577344354,4156291407717900798,5
-1469918446833331103,-3946932055798267834,1
-1469918446833331103,8748370453256790422,2
-1469918446833331103,-8819557474068526071,3
-1469918446833331103,-8578355592291788601,4
-1469918446833331103,1440793148901830221,5
5442191984600038712,8461204368464164538,1
5442191984600038712,6852597772196653540,2
5442191984600038712,-3173020603774823976,3
5442191984600038712,-8512859527034085078,4
5442191984600038712,-3954182109690207118,5
-2151750849426701342,5658615529969625284,1
-2151750849426701342,3475346635930218065,2
-2151750849426701342,-5289386635926629588,3
-2151750849426701342,-4994468824009200256,4
-2151750849426701342,3720742491238027703,5
8181531374206668183,6187300944962737279,1
8181531374206668183,-1415040208471067980,2
8181531374206668183,-3170829374166745427,3
8181531374206668183,-4110354420726924665,4
8181531374206668183,-5613218615976195909,5
6517454521720712627,4508362112182399467,1
6517454521720712627,-1073835383506921412,2
6517454521720712627,4372031182493802582,3
6517454521720712627,127799031949294618,4
6517454521720712627,8749720044741011597,5
2598008935363515744,-1917202688559171732,1
2598008935363515744,-535029905294961110,2
2598008935363515744,-2030742781169834114,3
2598008935363515744,5854206600849997966,4
2598008935363515744,8120046881003900118,5
4340103631421550622,3180608611815082945,1
4340103631421550622,3075810310719170278,2
4340103631421550622,-2440547657721869309,3
4340103631421550622,-3487500907059331343,4
4340103631421550622,-4138575697540914268,5
9207286802575546269,5834671664627894569,1
9207286802575546269,-277169424764188814,2
9207286802575546269,-2774293088092853604,3
9207286802575546269,-5715266554592745669,4
9207286802575546269,1662917027785920354,5
4247196691613374764,4744297321841608877,1
4247196691613374764,3475346635930218065,2
4247196691613374764,4761910285123871012,3
4247196691613374764,7270966256391553686,4
4247196691613374764,4300652811307550975,5
3382511589554885024,6519443272707698315,1
3382511589554885024,3041906492387035176,2
3382511589554885024,-6634868367571835312,3
3382511589554885024,2075656428057535795,4
3382511589554885024,6980529106338478812,5
8314492264050843009,5530820581773167955,1
8314492264050843009,7401798504722165526,2
8314492264050843009,5779887740609126631,3
8314492264050843009,8163984238975480171,4
8314492264050843009,8856169137131817223,5
5199666313044493096,-2081760549863309770,1
5199666313044493096,1805789466376069146,2
5199666313044493096,4780818054552370624,3
5199666313044493096,-1633984990770981161,4
5199666313044493096,8353614127518545485,5
3662832673570108627,-170687954910264210,1
3662832673570108627,-927862226557602150,2
3662832673570108627,4396754138692995627,3
3662832673570108627,6943483335823457240,4
3662832673570108627,-8947720860550700506,5
1729892529360390310,-2358756719610361882,1
1729892529360390310,4161491675236615151,2
1729892529360390310,-5799839529845993396,3
1729892529360390310,-6255158415883847921,4
1729892529360390310,-3170783292462058942,5
7247406924790318523,-7406587779348496692,1
7247406924790318523,-1338957937839941365,2
7247406924790318523,-9172673334835262304,3
7247406924790318523,5530820581773167955,4
7247406924790318523,-2131823791227094865,5
-4531029390350541169,-2429242279408079104,1
-4531029390350541169,3881851296308711302,2
-4531029390350541169,384967563509172020,3
-4531029390350541169,-9190737901804729417,4
-4531029390350541169,-8279505492976427918,5
-3170855186954139022,1021946628105173582,1
-3170855186954139022,-2424983931459616622,2
-3170855186954139022,348632682812866328,3
-3170855186954139022,-6124198068300347794,4
-3170855186954139022,-535029905294961110,5
-8245663037926520114,-1138633255366005559,1
-8245663037926520114,8428597553954921991,2
-8245663037926520114,2695065703077082407,3
-8245663037926520114,-5778988730475305016,4
-8245663037926520114,-2118981143119783447,5
-720777800522871309,-8377626164558006982,1
-720777800522871309,2672238531812965181,2
-720777800522871309,-6742146164569753679,3
-720777800522871309,-3581194288660477595,4
-720777800522871309,1908114740148100507,5
1547036706250649420,6514150672874342131,1
1547036706250649420,3609315114795782005,2
1547036706250649420,5336562616168017846,3
1547036706250649420,-5850390492300666299,4
1547036706250649420,-7165716941095296287,5
2271793263120018251,8754824745136110042,1
2271793263120018251,-9100490342054218852,2
2271793263120018251,-2382583983070627054,3
2271793263120018251,-7895534832212398576,4
2271793263120018251,-5750828394349042089,5
-8196748324041706598,-23817016428727099,1
-8196748324041706598,1525777409079968377,2
-8196748324041706598,3091351089612339864,3
-8196748324041706598,-1878128207048892154,4
-8196748324041706598,3301147467076954944,5
6793894801847439981,1719976830095479814,1
6793894801847439981,786135087362634258,2
6793894801847439981,-4110354420726924665,3
6793894801847439981,-3460883803089049921,4
6793894801847439981,-7165716941095296287,5
-8391512412740651574,-1501277643953505671,1
