SourceContentId,RecommendedContentId,Rank
-9083294960368598209,-4640750981890093183,2
-9083294960368598209,2518704978033827255,3
-9083294960368598209,-4102297002729307038,4
-9083294960368598209,-7191607771634445823,5
-6136272094613269629,-4205346868684833897,1
-6136272094613269629,-662806181534790446,2
-6136272094613269629,4607279316199873708,3
-6136272094613269629,-5521549171704079872,4
-6136272094613269629,18930987176089166,5
787067277772219433,-2178100133349972724,1
787067277772219433,-3468529816757552062,2
787067277772219433,1469580151036142903,3
787067277772219433,1805789466376069146,4
787067277772219433,-8257579276626076787,5
-2778760500673113802,4804093434821394840,1
-2778760500673113802,-7879096649194981370,2
-2778760500673113802,8084284001249507595,3
-2778760500673113802,6023609667389715259,4
-2778760500673113802,5274322067107287523,5
-6725796505137573953,7372398343609401828,1
-6725796505137573953,5681075485882787671,2
-6725796505137573953,5263606973029607223,3
-6725796505137573953,-1868297195590431285,4
-6725796505137573953,-4709710373442563586,5
1457728991321948254,5653476548835345267,1
1457728991321948254,3751305746867503759,2
1457728991321948254,-6644942243927487010,3
1457728991321948254,7372398343609401828,4
1457728991321948254,-3954182109690207118,5
-7101541512657907485,7790567704847993284,1
-7101541512657907485,7359386552064322134,2
-7101541512657907485,-2203297578165226595,3
-7101541512657907485,2760023027553835473,4
-7101541512657907485,3473173479782472081,5
5281570276277574938,8801504303517439478,1
5281570276277574938,444378495316508239,2
5281570276277574938,-4070929606295451361,3
5281570276277574938,428486625959995206,4
5281570276277574938,-2423593292146522678,5
1128840733277618400,5684817723169964056,1
1128840733277618400,1929674614667189969,2
1128840733277618400,4877833951599818487,3
1128840733277618400,-1596335233529956315,4
1128840733277618400,3382511589554885024,5
-7356135999773525293,7420742904084384944,1
-7356135999773525293,7748594134538052724,2
-7356135999773525293,8219310215587599928,3
-7356135999773525293,8384349834972693428,4
-7356135999773525293,-377975173223377441,5
2313825045587317872,2231749805468232267,1
2313825045587317872,-1706114177222872702,2
2313825045587317872,-5000193502203199335,3
2313825045587317872,-2083103312491589695,4
2313825045587317872,-4760639635023250284,5
-518690781085251687,-4740532350684079805,1
-518690781085251687,5619269934194012474,2
-518690781085251687,2301338403202434417,3
-518690781085251687,1549650080907932816,4
-518690781085251687,-3040610224044779845,5
3067875254349597654,8340838192486391835,1
3067875254349597654,-2069509552243850466,2
3067875254349597654,-5557505576293652420,3
3067875254349597654,1485652648052127324,4
3067875254349597654,3715130189384008388,5
5619251370090681244,-3173020603774823976,1
5619251370090681244,4195778828921942020,2
5619251370090681244,9042192299854648021,3
5619251370090681244,2809702925357288303,4
5619251370090681244,-1254906787526072320,5
7420742904084384944,-7356135999773525293,1
7420742904084384944,7748594134538052724,2
7420742904084384944,8219310215587599928,3
7420742904084384944,8384349834972693428,4
7420742904084384944,-377975173223377441,5
8219310215587599928,-7356135999773525293,1
8219310215587599928,7748594134538052724,2
8219310215587599928,7420742904084384944,3
8219310215587599928,8384349834972693428,4
8219310215587599928,-377975173223377441,5
7748594134538052724,-7356135999773525293,1
7748594134538052724,8219310215587599928,2
7748594134538052724,7420742904084384944,3
7748594134538052724,8384349834972693428,4
7748594134538052724,-377975173223377441,5
-4186591400427142356,9121100366909552616,1
-4186591400427142356,8742078838645536785,2
-4186591400427142356,-1383778823073811714,3
-4186591400427142356,7494490104520466117,4
-4186591400427142356,-4615575698508618335,5
8565115980515859979,3687286164936910007,1
8565115980515859979,8342423402350940832,2
8565115980515859979,-8257579276626076787,3
8565115980515859979,-1051830303851697653,4
8565115980515859979,6797493571710971497,5
8082202054464515448,2293315701090958124,1
8082202054464515448,-70211258489242437,2
8082202054464515448,2259988589066296676,3
8082202054464515448,4396754138692995627,4
8082202054464515448,5333141914314968598,5
-5973686110278905367,6352416307575007029,1
-5973686110278905367,-7215110246375999491,2
-5973686110278905367,-5322047011520469406,3
-5973686110278905367,5018472516978866574,4
-5973686110278905367,4988225165850707692,5
-9172673334835262304,-7805090055463938263,1
-9172673334835262304,-5678159351655490918,2
-9172673334835262304,5473340184873040894,3
-9172673334835262304,-9081753261356157170,4
-9172673334835262304,-3875881534863988868,5
-1039912738963181810,-8657415528200615063,1
-1039912738963181810,-8954346068661072425,2
-1039912738963181810,127799031949294618,3
-1039912738963181810,186710613029854965,4
-1039912738963181810,-9041546321432974047,5
3172866488852888544,5934557073194045393,1
3172866488852888544,2841458704671711663,2
3172866488852888544,-2890958311805113955,3
3172866488852888544,6881796783400625893,4
3172866488852888544,-1804728901674946596,5
8095004770374551394,5028081187109329892,1
8095004770374551394,-4765711818183276269,2
8095004770374551394,4121807259563748287,3
8095004770374551394,7572869304086387835,4
8095004770374551394,201515581783532281,5
8801106199759296338,8640945691036622521,1
8801106199759296338,4189221198175710203,2
8801106199759296338,-4374331682165863764,3
8801106199759296338,-3792933059425955471,4
8801106199759296338,8089766674179723607,5
-4760639635023250284,-3173020603774823976,1
-4760639635023250284,-7371144664961016145,2
-4760639635023250284,1553114235264483780,3
-4760639635023250284,-1706114177222872702,4
-4760639635023250284,4604014376318271136,5
-9137036168156595470,6652210819857467321,1
-9137036168156595470,-2178100133349972724,2
-9137036168156595470,-5198756378866433953,3
-9137036168156595470,1595230810451459837,4
-9137036168156595470,-5017021199558167721,5
-454649054276160610,-7986975759046428357,1
-454649054276160610,-2069509552243850466,2
-454649054276160610,-6778286518036232293,3
-454649054276160610,2727743992157210358,4
-454649054276160610,-8734181034726403477,5
-36844712915106340,-2069509552243850466,1
-36844712915106340,-7315032288233856709,2
-36844712915106340,-6133746337603876146,3
-36844712915106340,3067875254349597654,4
-36844712915106340,4674667995387386186,5
5333141914314968598,6352416307575007029,1
5333141914314968598,-4762897581600184489,2
5333141914314968598,8082202054464515448,3
5333141914314968598,751528815916485437,4
5333141914314968598,8912004903894879756,5
-8248141950199177506,-7554863616241981368,1
-8248141950199177506,-2178100133349972724,2
-8248141950199177506,-4640750981890093183,3
-8248141950199177506,-9083294960368598209,4
-8248141950199177506,6519443272707698315,5
-5431549861280885742,-6074646493203713780,1
-5431549861280885742,-1312850681127865433,2
-5431549861280885742,-2178100133349972724,3
-5431549861280885742,-4089455027188314262,4
-5431549861280885742,3618271604906293310,5
1003778007373126185,-1706114177222872702,1
1003778007373126185,-5452374239565071760,2
1003778007373126185,-5605799891597699962,3
1003778007373126185,-2083103312491589695,4
1003778007373126185,1041289933344278866,5
-1060990524105135617,8353614127518545485,1
-1060990524105135617,3099207916247126790,2
-1060990524105135617,4463025528374352465,3
-1060990524105135617,-23817016428727099,4
-1060990524105135617,8384349834972693428,5
-9100490342054218852,2271793263120018251,1
-9100490342054218852,-6273159470243757969,2
-9100490342054218852,-7895534832212398576,3
-9100490342054218852,-5750828394349042089,4
-9100490342054218852,4036103329046553070,5
4121807259563748287,3035329611795434601,1
4121807259563748287,-1917202688559171732,2
4121807259563748287,8095004770374551394,3
4121807259563748287,-4561077506184283336,4
4121807259563748287,-4615575698508618335,5
-6133746337603876146,738761744030347929,1
-6133746337603876146,-8962700386317589038,2
-6133746337603876146,-2069509552243850466,3
-6133746337603876146,809601605585939618,4
-6133746337603876146,-8734181034726403477,5
-6713697716910928909,-327208414896292296,1
-6713697716910928909,-4888170580455425266,2
-6713697716910928909,-1123543351704082417,3
-6713697716910928909,3575694866055127253,4
-6713697716910928909,-4084394822880420062,5
5191381587333696286,-3211843544085892873,1
5191381587333696286,-4625438649010928449,2
5191381587333696286,8789407896263306493,3
5191381587333696286,5518462222339671372,4
5191381587333696286,-6289909056857931861,5
2900029983899283273,3205047378909988692,1
2900029983899283273,7372398343609401828,2
2900029983899283273,-9102431381393428051,3
2900029983899283273,4109366816886873672,4
2900029983899283273,-5573840044320724169,5
4849766494522371290,-5500597021296520708,1
4849766494522371290,834896074125772354,2
4849766494522371290,-44082375822273498,3
4849766494522371290,6831941111848480366,4
4849766494522371290,7024819429467163565,5
6200172800690402606,6195056361889291497,1
6200172800690402606,7372398343609401828,2
6200172800690402606,3407455496422791860,3
6200172800690402606,-1024046541613287684,4
6200172800690402606,-2890958311805113955,5
-3810375613673461625,7372398343609401828,1
-3810375613673461625,9178250635927683,2
-3810375613673461625,8471417198703153120,3
-3810375613673461625,-862645085190435621,4
-3810375613673461625,8084284001249507595,5
-254088699629065171,-7926018713416777892,1
-254088699629065171,8084284001249507595,2
-254088699629065171,-9171475473795142532,3
-254088699629065171,5274322067107287523,4
-254088699629065171,2072448887839540892,5
-9171475473795142532,8550670510357310628,1
-9171475473795142532,-7358932766266901263,2
-9171475473795142532,-254088699629065171,3
-9171475473795142532,245828856632598563,4
-9171475473795142532,-847494979958007433,5
2690205894709699741,-759389978085260161,1
2690205894709699741,-4110354420726924665,2
2690205894709699741,-825802007843492131,3
2690205894709699741,-5850390492300666299,4
2690205894709699741,-7165716941095296287,5
-8773118241761372618,-3020916840917845519,1
-8773118241761372618,1873952032843878490,2
-8773118241761372618,-327208414896292296,3
-8773118241761372618,2280365999288629014,4
-8773118241761372618,-4888170580455425266,5
-7315032288233856709,-36844712915106340,1
-7315032288233856709,-6999747484065183134,2
-7315032288233856709,-2069509552243850466,3
-7315032288233856709,7253370880729538418,4
-7315032288233856709,2134259819148812594,5
3193164045772142182,-2038869595290705317,1
3193164045772142182,3582716808949240433,2
3193164045772142182,7004101889471761341,3
3193164045772142182,2271592336048425450,4
3193164045772142182,-6324550271415246022,5
4056017896532335209,-6941221957775073810,1
4056017896532335209,626121253933491500,2
4056017896532335209,5211673327552264703,3
4056017896532335209,-5434287697440336767,4
4056017896532335209,4037478513037442964,5
-6362758570633473480,-1443900796086927361,1
-6362758570633473480,5533752987392101383,2
-6362758570633473480,-1878569380455769122,3
-6362758570633473480,5930806521893160184,4
-6362758570633473480,2255878226385826814,5
-8287402887944984163,8259682769688682084,1
-8287402887944984163,-1634742667970363668,2
-8287402887944984163,-3351656282247453586,3
-8287402887944984163,6102826385978742696,4
-8287402887944984163,6006800146436649545,5
84318068629167514,-329139582593571060,1
84318068629167514,6769852549722242790,2
84318068629167514,-3387298624573211014,3
84318068629167514,-8813724423497152538,4
84318068629167514,-8518096793350810174,5
6652210819857467321,-9137036168156595470,1
6652210819857467321,-2178100133349972724,2
6652210819857467321,-5198756378866433953,3
6652210819857467321,-1630229587164086350,4
6652210819857467321,-5017021199558167721,5
739747367187387064,5772565485432112058,1
739747367187387064,3578170066555585515,2
739747367187387064,2072448887839540892,3
739747367187387064,5726008417498979736,4
739747367187387064,6881796783400625893,5
8471417198703153120,8712996026808754180,1
8471417198703153120,5338575284381070077,2
8471417198703153120,-6518848947517153700,3
8471417198703153120,7372398343609401828,4
8471417198703153120,-1852324383183073754,5
-2711301039947937868,6236312923258954569,1
-2711301039947937868,-7294716554902079523,2
-2711301039947937868,-8083832514395551465,3
-2711301039947937868,-8641360668993633978,4
-2711301039947937868,-7152753999571084411,5
-1662763254714212341,2998023988107018635,1
-1662763254714212341,-3581194288660477595,2
-1662763254714212341,-4570752586662989981,3
-1662763254714212341,171877380813632915,4
-1662763254714212341,-7681408188643141872,5
-8349788035147634450,3293246847422795557,1
-8349788035147634450,5322532051893153382,2
-8349788035147634450,7446534728307622413,3
-8349788035147634450,-1633984990770981161,4
-8349788035147634450,381577463519666187,5
5269583152423890030,6847089514431675996,1
5269583152423890030,6783622248311192269,2
5269583152423890030,8163984238975480171,3
5269583152423890030,9054050762437897017,4
5269583152423890030,204997192300542382,5
-2271868873349907631,4785499183287168509,1
-2271868873349907631,-96719740408441346,2
-2271868873349907631,-8158171393641147845,3
-2271868873349907631,-7454907763335725103,4
-2271868873349907631,8233465999590288609,5
3703141283586666995,-807868207410889392,1
3703141283586666995,-1591454024897803197,2
3703141283586666995,-115909536143817330,3
3703141283586666995,1734266821019430183,4
3703141283586666995,-5608160619992456731,5
-3974295763584921518,-4798431998955209742,1
-3974295763584921518,6576868026875674101,2
-3974295763584921518,-4110354420726924665,3
-3974295763584921518,-825802007843492131,4
-3974295763584921518,-5850390492300666299,5
-327208414896292296,6001127456099879458,1
-327208414896292296,-4888170580455425266,2
-327208414896292296,-1123543351704082417,3
-327208414896292296,-6713697716910928909,4
-327208414896292296,-4084394822880420062,5
-5525441367600219076,2841545035570793472,1
-5525441367600219076,6090517797383271316,2
-5525441367600219076,2788367348502337122,3
-5525441367600219076,-3751398885033121551,4
-5525441367600219076,-2424983931459616622,5
-998818216447049475,2093656054622337275,1
-998818216447049475,-8258529658421542282,2
-998818216447049475,6304895356046683527,3
-998818216447049475,4780818054552370624,4
-998818216447049475,-5836228373063558898,5
6090517797383271316,-5525441367600219076,1
6090517797383271316,8355302955998803709,2
6090517797383271316,-39485845307123560,3
6090517797383271316,-7953698795259311774,4
6090517797383271316,-6245566021053602636,5
8298709454703868984,-4740532350684079805,1
8298709454703868984,-6151852268067518688,2
8298709454703868984,8651615486877503655,3
8298709454703868984,-8858741052589364245,4
8298709454703868984,489290927107045539,5
-4740532350684079805,8298709454703868984,1
-4740532350684079805,-518690781085251687,2
-4740532350684079805,8651615486877503655,3
-4740532350684079805,-8858741052589364245,4
-4740532350684079805,489290927107045539,5
2709926970543371965,-1968251596393236557,1
2709926970543371965,-1472215866306072150,2
2709926970543371965,-7273935215244206740,3
2709926970543371965,-614408900691920886,4
2709926970543371965,6090089162789916215,5
1542516532533301214,3575694866055127253,1
1542516532533301214,-23817016428727099,2
1542516532533301214,-1876558460087500339,3
1542516532533301214,7985545205318799060,4
1542516532533301214,2625883933130361261,5
7454130161726657097,-8512859527034085078,1
7454130161726657097,-498521148402713730,2
7454130161726657097,-7043209138459666190,3
7454130161726657097,-4239579488204604851,4
7454130161726657097,-7358932766266901263,5
3475346635930218065,672199059798181601,1
3475346635930218065,7270966256391553686,2
3475346635930218065,6424668376409530281,3
3475346635930218065,-7638840925036528150,4
3475346635930218065,2285214528595997209,5
-3633300009206493694,6352416307575007029,1
-3633300009206493694,-5973686110278905367,2
-3633300009206493694,-7215110246375999491,3
-3633300009206493694,-5322047011520469406,4
-3633300009206493694,5018472516978866574,5
-1892877682006771545,5714874452041944640,1
-1892877682006771545,-6858240061363309239,2
-1892877682006771545,-8909927294729358771,3
-1892877682006771545,-9153494109165200346,4
-1892877682006771545,-7777013191403056825,5
4196146076384098027,-7891293130731329672,1
4196146076384098027,2952636544547704346,2
4196146076384098027,6162786478796754684,3
4196146076384098027,5964888566269323942,4
4196146076384098027,-8797444257711529901,5
6162786478796754684,-788035419968530567,1
6162786478796754684,-1255189867397298842,2
6162786478796754684,-2800563841840387504,3
6162786478796754684,880612740433495828,4
6162786478796754684,3032648342029994387,5
1459131257418324496,8428597553954921991,1
1459131257418324496,4751741894255718069,2
1459131257418324496,7087600436874507849,3
1459131257418324496,4369833742675497700,4
1459131257418324496,-5784228041033890044,5
-9028990334396397584,-6074661548047199165,1
-9028990334396397584,6817244649248188271,2
-9028990334396397584,-1123543351704082417,3
-9028990334396397584,-9152398073968262186,4
-9028990334396397584,-4110354420726924665,5
2788367348502337122,6424668376409530281,1
